name,wins,looses,draws,ko_rate,stance,age,height,reach,country
Jamie Hilt,0,2,0,0%,Orthodox,42,Unknown,Unknown,Australia
virgil hill,50,7,0,40.4%,Orthodox,58,6.04 ft (1.84 m),77.17 inches (196 cm),United States
daigo higa,15,1,0,93.8%,Orthodox,27,Unknown,Unknown,Japan
adolf heuser,88,21,18,34.4%,Orthodox,114,Unknown,Unknown,Germany
Karol Hibbert,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Panama
harvey hester,23,8,0,45.2%,Orthodox,57,Unknown,Unknown,United States
jamel herring,21,2,0,38.5%,Unknown,36,5.84 ft (1.78 m),68.90 inches (175 cm),United States
Manuel Vicente Herrera,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,"Venezuela, Bolivarian Republic of"
Abraham Herrera Herrera,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
Alejandro Herrera,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
Jaqueline Hernandez Vidal,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
Jose Eduardo Hernandez Rizo,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
Diego Ezequiel Hernandez,0,1,1,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
eduardo hernandez,29,1,3,75.8%,Unknown,Unknown,Unknown,Unknown,Mexico
carlos hernandez,60,12,4,57.9%,Orthodox,83,5.84 ft (1.78 m),Unknown,"Venezuela, Bolivarian Republic of"
freddy hernandez,31,9,0,48.8%,Orthodox,43,5.84 ft (1.78 m),74.02 inches (188 cm),Mexico
Yoamir Miguel Hernandez,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
Vladimir hernandez,10,3,0,37.5%,Southpaw,33,5.64 ft (1.72 m),Unknown,Mexico
Jaider De Jesus Hernandez,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Colombia
Hector Hernandez,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,"Venezuela, Bolivarian Republic of"
miguel angel hernandez,16,4,0,45%,Orthodox,66,Unknown,Unknown,Puerto Rico
Derlyn Hernandez,0,0,0,0%,Orthodox,28,Unknown,Unknown,Dominican Republic
Paola Hernandez,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,"Venezuela, Bolivarian Republic of"
Jarold Gleis Hernandez,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Colombia
genaro hernandez,38,2,1,41.5%,Orthodox,56,5.91 ft (1.80 m),72.05 inches (183 cm),United States
Louis Abrill Hernandez,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United States
Bryan Hernandez,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
Antonio Louis Hernandez,1,2,0,33.3%,Orthodox,Unknown,Unknown,Unknown,United States
Jonathan Jose Hernandez,6,0,0,83.3%,Orthodox,Unknown,Unknown,Unknown,"Venezuela, Bolivarian Republic of"
jesus antonio hernandez,10,1,3,14.3%,Orthodox,34,Unknown,Unknown,Mexico
Ricardo Hernandez,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
Martha Irene Hernandez,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
juan heraldez,14,0,1,56.3%,Orthodox,32,Unknown,Unknown,United States
clarence henry,34,6,1,45.2%,Orthodox,96,6.07 ft (1.85 m),Unknown,United States
Mariano Henkel Palacios,0,1,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
Sean Hemphill,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United States
james helwig,22,2,0,62.5%,Orthodox,72,Unknown,Unknown,United States
robert helenius,30,3,0,57.6%,Orthodox,38,6.56 ft (2.00 m),79.13 inches (201 cm),Finland
Mike Heffilfinger,0,0,0,0%,Orthodox,28,Unknown,Unknown,United States
andy heilman,42,7,3,42.3%,Orthodox,83,5.84 ft (1.78 m),Unknown,United States
gerhard hecht,53,13,6,31.1%,Orthodox,99,Unknown,Unknown,Germany
Katie Healy,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United Kingdom
thomas hearns,61,5,1,71.6%,Orthodox,63,6.07 ft (1.85 m),77.95 inches (198 cm),United States
alvin hayes,30,3,0,78.8%,Orthodox,63,6.07 ft (1.85 m),Unknown,United States
Guillaume Haye,0,0,0,0%,Orthodox,33,Unknown,Unknown,France
mark heffron,10,1,0,72.7%,Orthodox,30,5.91 ft (1.80 m),Unknown,United Kingdom
david haye,28,4,0,81.3%,Orthodox,41,6.27 ft (1.91 m),77.95 inches (198 cm),United Kingdom
Keita Hayashi,0,0,0,0%,Orthodox,25,Unknown,Unknown,Japan
malik hawkins,12,0,0,58.3%,Unknown,Unknown,Unknown,Unknown,Unknown
Guillaume Hauet,0,0,0,0%,Orthodox,36,Unknown,Unknown,France
Kai Robin Havnaa,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Norway
len harvey,116,14,10,39.3%,Unknown,115,6.00 ft (1.83 m),73.62 inches (187 cm),United Kingdom
jesse hart,26,3,0,72.4%,Orthodox,33,6.17 ft (1.88 m),Unknown,United States
ricky hatton,45,3,0,66.7%,Orthodox,43,5.61 ft (1.71 m),64.96 inches (165 cm),United Kingdom
tony harrison,28,3,0,65.6%,Orthodox,31,6.07 ft (1.85 m),Unknown,United States
simon harris,14,5,1,45%,Orthodox,60,5.91 ft (1.80 m),Unknown,United Kingdom
jay harris,11,0,0,27.3%,Orthodox,31,5.41 ft (1.65 m),Unknown,United Kingdom
trey harris,14,0,0,42.9%,Orthodox,51,Unknown,Unknown,United States
Jabrandon Harris,0,0,0,0%,Orthodox,32,Unknown,Unknown,United States
Jamarkus Harmon,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United States
john harewood,5,10,0,26.7%,Orthodox,58,6.27 ft (1.91 m),Unknown,United Kingdom
Jesus Adrian Haro Campos,0,1,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
Shaquille Harris,0,0,0,0%,Orthodox,28,Unknown,Unknown,United States
Nick Hanning,8,0,1,44.4%,Orthodox,35,Unknown,Unknown,Germany
Devin Haney,24,0,0,57.7%,Orthodox,23,Unknown,Unknown,United States
christian hammer,25,6,0,48.4%,Orthodox,34,6.17 ft (1.88 m),Unknown,Germany
henry hank,62,31,4,41.2%,Orthodox,87,5.84 ft (1.78 m),75.20 inches (191 cm),United States
naseem hamed,36,1,0,83.8%,Southpaw,48,5.38 ft (1.64 m),64.17 inches (163 cm),United Kingdom
richard hall,30,14,0,63.6%,Southpaw,50,6.27 ft (1.91 m),77.56 inches (197 cm),Jamaica
Joe Ham,14,1,0,33.3%,Orthodox,31,Unknown,Unknown,United Kingdom
don halpin,10,23,0,24.2%,Orthodox,69,Unknown,Unknown,United States
ross hale,29,4,0,54.5%,Southpaw,55,5.74 ft (1.75 m),Unknown,United Kingdom
Milica Hajagos,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Serbia
gene hairston,45,13,5,38.1%,Orthodox,93,5.81 ft (1.77 m),Unknown,United States
damon hague,23,4,1,42.9%,Orthodox,51,6.00 ft (1.83 m),Unknown,United Kingdom
marvin hagler,62,3,2,77.6%,Southpaw,68,5.81 ft (1.77 m),75.20 inches (191 cm),United States
Judit Hachbold,5,9,0,7.1%,Orthodox,29,5.09 ft (1.55 m),Unknown,Hungary
Melinda Habran,0,1,0,0%,Orthodox,Unknown,Unknown,Unknown,Hungary
oleksandr gvozdyk,17,1,0,77.8%,Unknown,35,6.17 ft (1.88 m),75.59 inches (192 cm),Ukraine
Mohammed Habib,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Egypt
Brian Guzman,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United States
jonathan guzman,24,1,0,88.5%,Orthodox,33,5.51 ft (1.68 m),Unknown,Dominican Republic
stefan haertel,18,1,0,10.5%,Orthodox,34,6.04 ft (1.84 m),74.02 inches (188 cm),Germany
Carlos Guzman,0,1,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
Jessi Hackett,0,0,0,0%,Orthodox,30,Unknown,Unknown,United States
art hafey,53,8,4,55.4%,Orthodox,71,5.15 ft (1.57 m),62.99 inches (160 cm),Canada
Armando Oscar Gutierrez Bello,0,4,0,0%,Orthodox,33,Unknown,Unknown,Argentina
Maria Lizbeth Guzman,0,0,0,0%,Orthodox,30,Unknown,Unknown,Mexico
andres gutierrez,39,2,1,59.1%,Orthodox,29,5.51 ft (1.68 m),66.93 inches (170 cm),Mexico
bobby gunn,22,7,1,61.3%,Orthodox,48,5.91 ft (1.80 m),Unknown,United States
roger gutierrez,7,2,1,50%,Orthodox,27,5.74 ft (1.75 m),Unknown,"Venezuela, Bolivarian Republic of"
Jonathan Guevara,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,"Venezuela, Bolivarian Republic of"
Fidel Guity,0,0,0,0%,Orthodox,24,Unknown,Unknown,Honduras
Joel Guevara,0,0,0,0%,Orthodox,34,Unknown,Unknown,United States
Robin Andres Guerra,0,1,0,0%,Orthodox,Unknown,Unknown,Unknown,Colombia
robert guerrero,36,6,1,44.4%,Southpaw,39,5.68 ft (1.73 m),70.08 inches (178 cm),United States
Luis Alfredo Guerrero,2,5,2,22.2%,Orthodox,25,Unknown,Unknown,"Venezuela, Bolivarian Republic of"
Ibrahim Guemues,0,0,0,0%,Orthodox,32,Unknown,Unknown,Germany
karim guerfi,29,4,0,25.7%,Orthodox,35,Unknown,Unknown,France
Luiggi Jose Guanipa,0,1,0,0%,Orthodox,25,Unknown,Unknown,"Venezuela, Bolivarian Republic of"
Jorgelina Guanini,9,1,2,8.3%,Orthodox,30,5.15 ft (1.57 m),Unknown,Argentina
Moises Cipriano Guagua,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Ecuador
Steven Guachambosa,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Ecuador
george groves,28,4,0,62.5%,Orthodox,34,5.97 ft (1.82 m),72.05 inches (183 cm),United Kingdom
shelby gross,16,5,0,59.1%,Orthodox,50,5.84 ft (1.78 m),Unknown,United States
crawford grimsley,22,4,1,74.1%,Orthodox,55,6.17 ft (1.88 m),77.17 inches (196 cm),United States
Leonardo Guadalajara,0,0,0,0%,Orthodox,32,Unknown,Unknown,Mexico
Laura Monika Grzyb,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Poland
sherman griffin,17,7,0,52%,Orthodox,59,6.27 ft (1.91 m),77.95 inches (198 cm),United States
Kevin Green,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United States
montell griffin,50,8,1,50.8%,Orthodox,52,5.58 ft (1.70 m),70.08 inches (178 cm),United States
harry greb,262,17,18,16.1%,Orthodox,128,5.68 ft (1.73 m),70.87 inches (180 cm),United States
mitch green,19,6,1,44.4%,Orthodox,65,6.43 ft (1.96 m),81.89 inches (208 cm),United States
rocky graziano,67,10,6,62.7%,Orthodox,103,5.58 ft (1.70 m),68.50 inches (174 cm),United States
adrian granat,15,2,0,82.4%,Orthodox,31,6.63 ft (2.02 m),Unknown,Sweden
emile griffith,85,24,2,20.5%,Orthodox,84,5.61 ft (1.71 m),72.05 inches (183 cm),"Virgin Islands, U.S."
richard grant,19,15,2,13.9%,Orthodox,48,5.87 ft (1.79 m),Unknown,Jamaica
michael grant,48,6,0,66.7%,Orthodox,50,6.59 ft (2.01 m),85.83 inches (218 cm),United States
adrian granados,20,8,2,45.2%,Orthodox,33,5.74 ft (1.75 m),74.02 inches (188 cm),Mexico
Santiago Gramajo,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
mike grable,14,4,2,40%,Orthodox,52,Unknown,Unknown,United States
Facundo Gorsd,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
arsen goulamirian,26,0,0,69.2%,Unknown,34,Unknown,Unknown,France
Jorge Antonio Gorozurreta,5,0,0,60%,Orthodox,38,Unknown,Unknown,Argentina
Erick Gonzalez Romero,0,0,0,0%,Orthodox,23,Unknown,Unknown,Mexico
Cristian Gonzalez Utello,1,3,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
Pedro Gonzalez Martinez,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
Jazmin Guadalupe Gonzalez Gutierrez,0,0,0,0%,Unknown,Unknown,Unknown,Unknown,Mexico
Ricardo Israel de los Santos Gonzalez Loria,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
young griffo,12,12,9,24.2%,Orthodox,78,Unknown,Unknown,Slovenia
Alberto Gonzalez,0,0,0,0%,Orthodox,25,Unknown,Unknown,Mexico
Israel Gonzalez,19,3,0,39.1%,Orthodox,Unknown,Unknown,Unknown,Mexico
herol graham,48,6,0,51.9%,Southpaw,62,5.97 ft (1.82 m),77.17 inches (196 cm),United Kingdom
Diego David Gonzalez,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
Lucas Matias Gonzalez,0,1,0,0%,Orthodox,23,Unknown,Unknown,Argentina
Nathan Gorman,16,1,0,64.7%,Orthodox,26,Unknown,Unknown,United Kingdom
Daniel Gonzalez,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
Erick Samuel Gonzalez,0,0,0,0%,Orthodox,26,Unknown,Unknown,Honduras
Elias Nahuel Gonzalez,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
Steven J. Gonzalez,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Puerto Rico
Mayerlis Gonzalez,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Colombia
joet gonzalez,24,1,0,56%,Unknown,28,Unknown,Unknown,United States
Zaira Gonzalez,0,0,0,0%,Orthodox,33,Unknown,Unknown,Mexico
jhonny gonzalez,68,11,0,69.6%,Orthodox,40,5.54 ft (1.69 m),68.90 inches (175 cm),Mexico
Rafael Gonzalez,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,"Venezuela, Bolivarian Republic of"
Manuel Felipe Gonzalez,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Colombia
Nestor Ricardo Gonzalez,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,"Venezuela, Bolivarian Republic of"
fili gonzalez,4,10,2,25%,Orthodox,Unknown,Unknown,Unknown,Mexico
Roberto Gonzalez,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
Cesar Oscar Gonzalez,1,0,0,100%,Orthodox,Unknown,Unknown,Unknown,Argentina
miguel angel gonzalez,51,5,1,70.2%,Orthodox,51,5.71 ft (1.74 m),68.11 inches (173 cm),Mexico
roman gonzalez,49,2,0,77.4%,Orthodox,35,5.25 ft (1.60 m),64.17 inches (163 cm),Nicaragua
Marian Gonzalez,0,1,0,0%,Orthodox,Unknown,Unknown,Unknown,"Venezuela, Bolivarian Republic of"
Denisse Judith Gonzales Gutierrez,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,"Bolivia, Plurinational State of"
roberto gonzales,24,3,0,55.6%,Orthodox,31,5.51 ft (1.68 m),61.81 inches (157 cm),Philippines
jimmy gould,10,4,0,0%,Orthodox,45,5.84 ft (1.78 m),Unknown,United Kingdom
Maria Eduarda Goncalves,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Brazil
Juan Franco Gomez Aguilera,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
Franco Leonel Gonzalez,0,0,0,0%,Orthodox,20,Unknown,Unknown,Argentina
siboniso gonya,6,2,0,37.5%,Unknown,Unknown,Unknown,Unknown,South Africa
Braian Gomez,0,1,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
Carlos Gongora,17,0,0,70.6%,Orthodox,33,Unknown,Unknown,Ecuador
Delio Gomez,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Colombia
Maria Dolores Gomez,2,0,1,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
pablo ariel gomez,15,10,2,3.7%,Orthodox,31,Unknown,Unknown,Argentina
Emma Gongora,2,1,0,0%,Orthodox,Unknown,Unknown,Unknown,France
juan carlos gomez,55,4,0,66.7%,Southpaw,49,6.30 ft (1.92 m),80.32 inches (204 cm),Cuba
wilfredo gomez,44,3,1,87.5%,Orthodox,65,5.41 ft (1.65 m),Unknown,Puerto Rico
Carlos Eduardo Gomero,0,1,0,0%,Orthodox,33,Unknown,Unknown,Peru
Pedro Luis Gomez,1,2,0,0%,Orthodox,Unknown,Unknown,Unknown,"Venezuela, Bolivarian Republic of"
gennady golovkin,41,1,1,83.7%,Orthodox,40,5.87 ft (1.79 m),70.08 inches (178 cm),Kazakhstan
Gabriel Gollaz Valenzuela,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
jerry goff,18,2,0,60%,Orthodox,58,Unknown,Unknown,United States
Emmanuel Godoy,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
norman goins,27,16,2,43.5%,Orthodox,Unknown,Unknown,Unknown,United States
krzysztof glowacki,31,2,0,55.9%,Southpaw,36,6.00 ft (1.83 m),Unknown,Poland
David Gladun,0,0,0,0%,Orthodox,31,Unknown,Unknown,Russian Federation
Dragana Golic,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Serbia
Shakhram Giyasov,8,0,0,75%,Orthodox,29,Unknown,Unknown,Uzbekistan
wayne goddard,10,1,0,18.2%,Orthodox,36,Unknown,Unknown,United Kingdom
ron gladden,11,7,1,31.6%,Orthodox,55,Unknown,Unknown,United States
Eduardo Giustini,0,0,0,0%,Orthodox,33,Unknown,Unknown,Italy
jose girones,97,8,2,51.4%,Orthodox,117,5.38 ft (1.64 m),Unknown,Spain
Roberto Gimenez,0,1,0,0%,Orthodox,Unknown,Unknown,Unknown,"Bolivia, Plurinational State of"
jordan gill,24,1,0,28%,Orthodox,28,5.58 ft (1.70 m),Unknown,United Kingdom
mike gibbons,113,11,8,28.6%,Orthodox,135,5.74 ft (1.75 m),72.05 inches (183 cm),United States
tommy gibbons,95,5,5,45.3%,Orthodox,131,6.04 ft (1.84 m),74.02 inches (188 cm),United States
joey giardello,100,27,8,23.7%,Orthodox,92,5.84 ft (1.78 m),Unknown,United States
Elena Ghezzi,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Italy
Sergio Daniel Orlando Gimenez,0,5,0,0%,Orthodox,32,Unknown,Unknown,Argentina
roberto gigli,13,3,0,43.8%,Orthodox,57,Unknown,Unknown,Italy
noel gevor,24,2,0,38.5%,Orthodox,31,6.20 ft (1.89 m),75.20 inches (191 cm),Germany
George Gethers,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United States
julio gervacio,30,7,3,57.5%,Orthodox,54,Unknown,Unknown,Dominican Republic
Lorenzo Gerez,1,0,0,100%,Orthodox,Unknown,Unknown,Unknown,Argentina
mark anthony geraldo,37,9,3,36%,Southpaw,31,Unknown,Unknown,Philippines
Alexis Damian Gomez,2,1,0,66.7%,Orthodox,Unknown,Unknown,Unknown,Argentina
Leon Gavilan,5,0,0,16.7%,Orthodox,Unknown,Unknown,Unknown,Argentina
kid gavilan,108,30,5,19.6%,Orthodox,96,5.87 ft (1.79 m),70.87 inches (180 cm),Cuba
jason gavern,27,21,4,23.1%,Orthodox,45,6.17 ft (1.88 m),75.98 inches (193 cm),United States
Agustin Mauro Gauto,16,0,0,68.8%,Orthodox,24,Unknown,Unknown,Argentina
robert geer,2,3,0,40%,Orthodox,48,Unknown,Unknown,United States
terrell gausha,21,1,1,41.7%,Orthodox,34,5.84 ft (1.78 m),73.62 inches (187 cm),United States
mark geraghty,18,13,0,6.5%,Orthodox,56,5.51 ft (1.68 m),Unknown,United Kingdom
Walter Ezequiel Gauchez,4,0,0,50%,Orthodox,22,Unknown,Unknown,Argentina
arturo gatti,40,9,0,63.3%,Orthodox,50,5.61 ft (1.71 m),70.08 inches (178 cm),Canada
joe gatti,30,8,0,57.9%,Orthodox,55,5.94 ft (1.81 m),Unknown,Canada
murat gassiev,26,1,0,65.5%,Orthodox,28,6.30 ft (1.92 m),Unknown,Russian Federation
senad gashi,5,3,0,62.5%,Unknown,32,6.04 ft (1.84 m),Unknown,Germany
Roberto Alfonso Garza,0,0,0,0%,Orthodox,33,Unknown,Unknown,Mexico
Sebastian Garza,0,0,0,0%,Orthodox,20,Unknown,Unknown,Mexico
roli gasca,22,7,1,20%,Orthodox,33,Unknown,Unknown,Philippines
danny garrison,3,5,1,33.3%,Orthodox,59,5.68 ft (1.73 m),Unknown,United Kingdom
Pedro Henrique Garlet Kappes,1,1,0,0%,Orthodox,Unknown,Unknown,Unknown,Brazil
Jose Manuel Garcia Vazquez,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
adam garland,20,6,0,48.1%,Orthodox,58,Unknown,Unknown,United States
gasan gasanov,8,4,1,38.5%,Southpaw,31,5.84 ft (1.78 m),Unknown,Russian Federation
Victor Garcia Rivera,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United States
Marco Ezequiel Garcia Ovejero,7,0,0,57.1%,Orthodox,Unknown,Unknown,Unknown,Unknown
Erick Garcia Benitez,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
Jonathan Martin Garcia,0,1,0,0%,Orthodox,27,Unknown,Unknown,Argentina
sergio garcia,32,0,0,40.6%,Orthodox,29,5.97 ft (1.82 m),Unknown,Spain
Christian Garcia,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
Ana Gabriel Garcia,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,"Venezuela, Bolivarian Republic of"
Alan Fabian Gauna,0,9,1,0%,Orthodox,24,Unknown,Unknown,Argentina
Barbara Garcia,0,1,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
ceferino garcia,118,30,14,45.7%,Orthodox,115,5.51 ft (1.68 m),70.08 inches (178 cm),Philippines
Ihosvany Rafael Garcia,3,0,0,100%,Orthodox,Unknown,Unknown,Unknown,Cuba
mikey garcia,40,1,0,73.2%,Orthodox,34,5.51 ft (1.68 m),68.11 inches (173 cm),United States
danny garcia,36,2,0,53.8%,Orthodox,34,5.71 ft (1.74 m),68.50 inches (174 cm),United States
Ryan Garcia,20,0,0,81%,Orthodox,24,Unknown,Unknown,Unknown
Jordanne Garcia,0,0,0,0%,Orthodox,24,Unknown,Unknown,United States
Facundo David Garcia,3,0,0,33.3%,Orthodox,24,Unknown,Unknown,Argentina
steve garber,20,25,1,23.9%,Orthodox,60,6.50 ft (1.98 m),Unknown,United Kingdom
Martin Simon Garay,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
Dimas Agustin Garastegui,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
baby joe gans,125,23,13,32.1%,Orthodox,123,5.51 ft (1.68 m),Unknown,United States
Elvin Ganbarov,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Azerbaijan
joma gamboa,33,10,2,48.9%,Orthodox,49,5.54 ft (1.69 m),Unknown,Philippines
Johnny Jose Galvez Garcia,0,1,0,0%,Orthodox,Unknown,Unknown,Unknown,Costa Rica
yuriorkis gamboa,30,3,0,52.9%,Orthodox,40,5.45 ft (1.66 m),64.96 inches (165 cm),Cuba
Matias Galucci,2,1,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
Jose Gallegos,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
Nina Gallegos,0,0,0,0%,Orthodox,31,Unknown,Unknown,United States
joe gannon,32,4,0,25%,Unknown,95,Unknown,Unknown,United States
Amanda Galle,4,0,0,0%,Orthodox,33,Unknown,Unknown,Canada
Carlos Galindo,1,0,0,0%,Orthodox,41,Unknown,Unknown,Peru
Ivan Gabriel Garcia,3,1,0,75%,Orthodox,25,Unknown,Unknown,Argentina
khaosai galaxy,47,1,0,85.4%,Southpaw,63,5.41 ft (1.65 m),Unknown,Thailand
andrea galasso,4,3,0,42.9%,Orthodox,53,Unknown,Unknown,Italy
victor galindez,55,9,4,48.6%,Orthodox,73,5.81 ft (1.77 m),72.44 inches (184 cm),Argentina
Mirko Gajic,0,0,0,0%,Orthodox,41,Unknown,Unknown,Serbia
frank galarza,20,2,2,50%,Orthodox,37,5.84 ft (1.78 m),Unknown,United States
tyson fury,30,0,1,65.6%,Orthodox,34,6.76 ft (2.06 m),85.04 inches (216 cm),United Kingdom
al gainer,77,23,6,38.3%,Orthodox,115,5.97 ft (1.82 m),Unknown,United States
hughie fury,24,3,0,51.9%,Orthodox,27,6.50 ft (1.98 m),Unknown,United Kingdom
Kevin Furrer,2,0,0,50%,Orthodox,Unknown,Unknown,Unknown,Argentina
kid galahad,27,1,0,57.1%,Orthodox,32,5.54 ft (1.69 m),Unknown,United Kingdom
andrew furlong,18,14,5,16.2%,Southpaw,55,5.74 ft (1.75 m),Unknown,United Kingdom
gakuya furuhashi,24,7,1,36.4%,Orthodox,34,5.41 ft (1.65 m),Unknown,Japan
Sebastian Fundora,14,0,1,56.3%,Orthodox,24,Unknown,Unknown,United States
stephen fulton,2,0,0,50%,Unknown,Unknown,Unknown,Unknown,United States
gene fullmer,55,6,3,37.5%,Orthodox,91,5.68 ft (1.73 m),68.90 inches (175 cm),United States
sammy fuller,55,18,3,28.9%,Orthodox,116,5.28 ft (1.61 m),61.81 inches (157 cm),United States
raymart gaballo,5,0,0,100%,Orthodox,25,5.45 ft (1.66 m),Unknown,Philippines
Shota Fukumori,0,0,0,0%,Orthodox,29,Unknown,Unknown,Japan
Harry Fryer,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United Kingdom
Aurelie Froment,2,1,1,0%,Orthodox,Unknown,Unknown,Unknown,France
Alfonso Frierson,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United States
Lorenzo Fuentealba,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
vitor jones freitas,17,5,1,43.5%,Orthodox,29,5.64 ft (1.72 m),68.50 inches (174 cm),Brazil
acelino freitas,39,2,0,80.5%,Orthodox,46,5.51 ft (1.68 m),66.93 inches (170 cm),Brazil
joe frazier,32,4,1,73%,Orthodox,78,5.97 ft (1.82 m),72.83 inches (185 cm),United States
tommy freeman,181,20,22,37.2%,Orthodox,118,5.61 ft (1.71 m),70.08 inches (178 cm),United States
rodney frazier,16,4,0,60%,Orthodox,63,6.33 ft (1.93 m),Unknown,United States
Joshua Fuller,0,0,0,0%,Orthodox,27,Unknown,Unknown,United States
Kristen Fraser,0,0,0,0%,Orthodox,34,Unknown,Unknown,United Kingdom
Jermaine Franklin,20,0,0,65%,Orthodox,28,6.17 ft (1.88 m),77.17 inches (196 cm),United States
stacy frazier,16,17,0,45.5%,Orthodox,51,6.43 ft (1.96 m),83.07 inches (211 cm),United States
Anthony Franco,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United States
carl frampton,27,2,0,50%,Orthodox,35,5.41 ft (1.65 m),61.81 inches (157 cm),United Kingdom
Joshua Franco,15,1,2,33.3%,Orthodox,26,5.41 ft (1.65 m),66.93 inches (170 cm),United States
Martin Frias,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
Lucas Fraga,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
tiger jack fox,139,23,12,49.7%,Orthodox,115,5.97 ft (1.82 m),75.20 inches (191 cm),United States
alantez fox,26,2,1,41.4%,Orthodox,30,6.43 ft (1.96 m),Unknown,United States
drian francisco,28,6,1,62.9%,Orthodox,39,5.41 ft (1.65 m),64.96 inches (165 cm),Philippines
charles foster,19,0,0,47.4%,Unknown,32,Unknown,Unknown,Unknown
bob foster,56,8,1,70.8%,Orthodox,84,6.27 ft (1.91 m),79.13 inches (201 cm),United States
anthony fowler,14,1,0,73.3%,Orthodox,31,5.91 ft (1.80 m),Unknown,United Kingdom
